,ID,Tag,Mesure,valeur,TimeStamp
812,Anand_Vihar,Delhi_DPCC,SO2,22.83,2016-01-03
813,Anand_Vihar,Delhi_DPCC,CO,2.57,2016-01-03
814,Anand_Vihar,Delhi_DPCC,OZONE,15.67,2016-01-03
815,Anand_Vihar,Delhi_DPCC,PM25,433.35,2016-01-05
816,Anand_Vihar,Delhi_DPCC,PM10,847.84,2016-01-05
817,Anand_Vihar,Delhi_DPCC,SO2,38.65,2016-01-05
818,Anand_Vihar,Delhi_DPCC,CO,3.58,2016-01-05
819,Anand_Vihar,Delhi_DPCC,OZONE,32.07,2016-01-05
820,Anand_Vihar,Delhi_DPCC,PM25,468.02,2016-01-07
821,Anand_Vihar,Delhi_DPCC,PM10,743.11,2016-01-07
822,Anand_Vihar,Delhi_DPCC,SO2,34.02,2016-01-07
823,Anand_Vihar,Delhi_DPCC,CO,3.39,2016-01-07
824,Anand_Vihar,Delhi_DPCC,OZONE,27.8,2016-01-07
825,multisensor1,ItalianCity,CO(GT),2,2004-03-10 19:00:00
826,multisensor1,ItalianCity,PT08.S1(CO),1292,2004-03-10 19:00:00
827,multisensor1,ItalianCity,NMHC(GT),112,2004-03-10 19:00:00
828,multisensor1,ItalianCity,C6H6(GT),"9,4",2004-03-10 19:00:00
829,multisensor1,ItalianCity,PT08.S2(NMHC),955,2004-03-10 19:00:00
830,multisensor1,ItalianCity,NOX(GT),103,2004-03-10 19:00:00
831,multisensor1,ItalianCity,PT08.S3(NOX),1174,2004-03-10 19:00:00
832,multisensor1,ItalianCity,NO2(GT),92,2004-03-10 19:00:00
833,multisensor1,ItalianCity,PT08.S4(NO2),1559,2004-03-10 19:00:00
834,multisensor1,ItalianCity,PT08.S5(O3),972,2004-03-10 19:00:00
835,multisensor1,ItalianCity,T,"13,3",2004-03-10 19:00:00
836,multisensor1,ItalianCity,RH,"47,7",2004-03-10 19:00:00
837,multisensor1,ItalianCity,AH,"0,7255",2004-03-10 19:00:00
838,Anand_Vihar,Delhi_DPCC,PM25,169.49,2016-01-09
839,Anand_Vihar,Delhi_DPCC,PM10,480.58,2016-01-09
840,Anand_Vihar,Delhi_DPCC,SO2,16.1,2016-01-09
841,Anand_Vihar,Delhi_DPCC,CO,2.2,2016-01-09
842,Anand_Vihar,Delhi_DPCC,OZONE,14.09,2016-01-09
843,Anand_Vihar,Delhi_DPCC,PM25,413.43,2016-01-11
844,Anand_Vihar,Delhi_DPCC,PM10,681.95,2016-01-11
845,Anand_Vihar,Delhi_DPCC,SO2,22.66,2016-01-11
846,Anand_Vihar,Delhi_DPCC,CO,3.13,2016-01-11
847,Anand_Vihar,Delhi_DPCC,OZONE,46.76,2016-01-11
848,Anand_Vihar,Delhi_DPCC,PM25,313.12,2016-01-13
849,Anand_Vihar,Delhi_DPCC,PM10,510.53,2016-01-13
850,Anand_Vihar,Delhi_DPCC,SO2,16.84,2016-01-13
851,Anand_Vihar,Delhi_DPCC,CO,1.67,2016-01-13
852,Anand_Vihar,Delhi_DPCC,OZONE,14.99,2016-01-13
853,multisensor1,ItalianCity,CO(GT),"2,2",2004-03-10 20:00:00
854,multisensor1,ItalianCity,PT08.S1(CO),1402,2004-03-10 20:00:00
855,multisensor1,ItalianCity,NMHC(GT),88,2004-03-10 20:00:00
856,multisensor1,ItalianCity,C6H6(GT),"9,0",2004-03-10 20:00:00
857,multisensor1,ItalianCity,PT08.S2(NMHC),939,2004-03-10 20:00:00
858,multisensor1,ItalianCity,NOX(GT),131,2004-03-10 20:00:00
859,multisensor1,ItalianCity,PT08.S3(NOX),1140,2004-03-10 20:00:00
860,multisensor1,ItalianCity,NO2(GT),114,2004-03-10 20:00:00
861,multisensor1,ItalianCity,PT08.S4(NO2),1555,2004-03-10 20:00:00
862,multisensor1,ItalianCity,PT08.S5(O3),1074,2004-03-10 20:00:00
863,multisensor1,ItalianCity,T,"11,9",2004-03-10 20:00:00
864,multisensor1,ItalianCity,RH,"54,0",2004-03-10 20:00:00
865,multisensor1,ItalianCity,AH,"0,7502",2004-03-10 20:00:00
866,Anand_Vihar,Delhi_DPCC,PM25,182.75,2016-01-15
867,Anand_Vihar,Delhi_DPCC,PM10,345.29,2016-01-15
868,Anand_Vihar,Delhi_DPCC,SO2,13.33,2016-01-15
869,Anand_Vihar,Delhi_DPCC,CO,1.22,2016-01-15
870,Anand_Vihar,Delhi_DPCC,OZONE,10.86,2016-01-15
871,Anand_Vihar,Delhi_DPCC,PM25,200.17,2016-01-17
872,Anand_Vihar,Delhi_DPCC,PM10,387.12,2016-01-17
873,Anand_Vihar,Delhi_DPCC,SO2,20.76,2016-01-17
874,Anand_Vihar,Delhi_DPCC,CO,1.3,2016-01-17
875,Anand_Vihar,Delhi_DPCC,OZONE,15.08,2016-01-17
876,Anand_Vihar,Delhi_DPCC,PM25,322.07,2016-01-19
877,Anand_Vihar,Delhi_DPCC,PM10,566.42,2016-01-19
878,Anand_Vihar,Delhi_DPCC,SO2,13.02,2016-01-19
879,Anand_Vihar,Delhi_DPCC,CO,1.38,2016-01-19
880,Anand_Vihar,Delhi_DPCC,OZONE,9.67,2016-01-19
881,Anand_Vihar,Delhi_DPCC,PM25,234.43,2016-01-21
882,Anand_Vihar,Delhi_DPCC,PM10,422.13,2016-01-21
883,Anand_Vihar,Delhi_DPCC,SO2,13.32,2016-01-21
884,Anand_Vihar,Delhi_DPCC,CO,1.06,2016-01-21
885,Anand_Vihar,Delhi_DPCC,OZONE,11.65,2016-01-21
886,multisensor1,ItalianCity,CO(GT),"2,2",2004-03-10 21:00:00
887,multisensor1,ItalianCity,PT08.S1(CO),1376,2004-03-10 21:00:00
888,multisensor1,ItalianCity,NMHC(GT),80,2004-03-10 21:00:00
889,multisensor1,ItalianCity,C6H6(GT),"9,2",2004-03-10 21:00:00
890,multisensor1,ItalianCity,PT08.S2(NMHC),948,2004-03-10 21:00:00
891,multisensor1,ItalianCity,NOX(GT),172,2004-03-10 21:00:00
892,multisensor1,ItalianCity,PT08.S3(NOX),1092,2004-03-10 21:00:00
893,multisensor1,ItalianCity,NO2(GT),122,2004-03-10 21:00:00
894,multisensor1,ItalianCity,PT08.S4(NO2),1584,2004-03-10 21:00:00
895,multisensor1,ItalianCity,PT08.S5(O3),1203,2004-03-10 21:00:00
896,multisensor1,ItalianCity,T,"11,0",2004-03-10 21:00:00
897,multisensor1,ItalianCity,RH,"60,0",2004-03-10 21:00:00
898,multisensor1,ItalianCity,AH,"0,7867",2004-03-10 21:00:00
899,4136001,Powerplant,DC_POWER,0.0,2020-05-15 00:00:00
900,4136001,Powerplant,AC_POWER,0.0,2020-05-15 00:00:00
901,4136001,Powerplant,DAILY_YIELD,9425.0,2020-05-15 00:00:00
902,4136001,Powerplant,TOTAL_YIELD,2429011.0,2020-05-15 00:00:00
903,4136001,Powerplant,AMBIENT_TEMPERATURE,27.004763700000005,2020-05-15 00:00:00
904,4136001,Powerplant,MODULE_TEMPERATURE,25.0607889,2020-05-15 00:00:00
905,4136001,Powerplant,IRRADIATION,0.0,2020-05-15 00:00:00
906,M017,Milan_Motion,VALUE,ON,2009-10-16 00:01:04.000059
907,multisensor1,ItalianCity,CO(GT),"2,6",2004-03-10 18:00:00
908,multisensor1,ItalianCity,PT08.S1(CO),1360,2004-03-10 18:00:00
909,multisensor1,ItalianCity,NMHC(GT),150,2004-03-10 18:00:00
910,multisensor1,ItalianCity,C6H6(GT),"11,9",2004-03-10 18:00:00
911,multisensor1,ItalianCity,PT08.S2(NMHC),1046,2004-03-10 18:00:00
912,multisensor1,ItalianCity,NOX(GT),166,2004-03-10 18:00:00
913,multisensor1,ItalianCity,PT08.S3(NOX),1056,2004-03-10 18:00:00
914,multisensor1,ItalianCity,NO2(GT),113,2004-03-10 18:00:00
915,multisensor1,ItalianCity,PT08.S4(NO2),1692,2004-03-10 18:00:00
916,multisensor1,ItalianCity,PT08.S5(O3),1268,2004-03-10 18:00:00
917,multisensor1,ItalianCity,T,"13,6",2004-03-10 18:00:00
918,multisensor1,ItalianCity,RH,"48,9",2004-03-10 18:00:00
919,multisensor1,ItalianCity,AH,"0,7578",2004-03-10 18:00:00
920,M017,Milan_Motion,VALUE,ON,2009-10-16 00:01:04.000059
921,4136001,Powerplant,DC_POWER,0.0,2020-05-15 00:00:00
922,4136001,Powerplant,AC_POWER,0.0,2020-05-15 00:00:00
923,4136001,Powerplant,DAILY_YIELD,9425.0,2020-05-15 00:00:00
924,4136001,Powerplant,TOTAL_YIELD,2429011.0,2020-05-15 00:00:00
925,4136001,Powerplant,AMBIENT_TEMPERATURE,26.880811433333328,2020-05-15 00:00:00
926,4136001,Powerplant,MODULE_TEMPERATURE,24.421868833333328,2020-05-15 00:00:00
927,4136001,Powerplant,IRRADIATION,0.0,2020-05-15 00:00:00
928,M009,Milan_Motion,VALUE,ON,2009-10-16 00:01:06.000046
929,M017,Milan_Motion,VALUE,OFF,2009-10-16 00:01:07.000064
930,4136001,Powerplant,DC_POWER,0.0,2020-05-15 00:00:00
931,4136001,Powerplant,AC_POWER,0.0,2020-05-15 00:00:00
932,4136001,Powerplant,DAILY_YIELD,9425.0,2020-05-15 00:00:00
933,4136001,Powerplant,TOTAL_YIELD,2429011.0,2020-05-15 00:00:00
934,4136001,Powerplant,AMBIENT_TEMPERATURE,26.682055344827592,2020-05-15 00:00:00
935,4136001,Powerplant,MODULE_TEMPERATURE,24.427290310344823,2020-05-15 00:00:00
936,4136001,Powerplant,IRRADIATION,0.0,2020-05-15 00:00:00
937,M009,Milan_Motion,VALUE,ON,2009-10-16 00:01:06.000046
938,multisensor1,ItalianCity,CO(GT),2,2004-03-10 19:00:00
939,multisensor1,ItalianCity,PT08.S1(CO),1292,2004-03-10 19:00:00
940,multisensor1,ItalianCity,NMHC(GT),112,2004-03-10 19:00:00
941,multisensor1,ItalianCity,C6H6(GT),"9,4",2004-03-10 19:00:00
942,multisensor1,ItalianCity,PT08.S2(NMHC),955,2004-03-10 19:00:00
943,multisensor1,ItalianCity,NOX(GT),103,2004-03-10 19:00:00
944,multisensor1,ItalianCity,PT08.S3(NOX),1174,2004-03-10 19:00:00
945,multisensor1,ItalianCity,NO2(GT),92,2004-03-10 19:00:00
946,multisensor1,ItalianCity,PT08.S4(NO2),1559,2004-03-10 19:00:00
947,multisensor1,ItalianCity,PT08.S5(O3),972,2004-03-10 19:00:00
948,multisensor1,ItalianCity,T,"13,3",2004-03-10 19:00:00
949,multisensor1,ItalianCity,RH,"47,7",2004-03-10 19:00:00
950,multisensor1,ItalianCity,AH,"0,7255",2004-03-10 19:00:00
951,M019,Milan_Motion,VALUE,ON,2009-10-16 00:01:08.000081
952,4136001,Powerplant,DC_POWER,0.0,2020-05-15 00:00:00
953,4136001,Powerplant,AC_POWER,0.0,2020-05-15 00:00:00
954,4136001,Powerplant,DAILY_YIELD,9425.0,2020-05-15 00:00:00
955,4136001,Powerplant,TOTAL_YIELD,2429011.0,2020-05-15 00:00:00
956,4136001,Powerplant,AMBIENT_TEMPERATURE,26.500588900000004,2020-05-15 00:00:00
957,4136001,Powerplant,MODULE_TEMPERATURE,24.4206776,2020-05-15 00:00:00
958,4136001,Powerplant,IRRADIATION,0.0,2020-05-15 00:00:00
959,M009,Milan_Motion,VALUE,OFF,2009-10-16 00:01:09.000028
960,M017,Milan_Motion,VALUE,OFF,2009-10-16 00:01:07.000064
961,M019,Milan_Motion,VALUE,OFF,2009-10-16 00:01:13.000051
962,4136001,Powerplant,DC_POWER,0.0,2020-05-15 00:00:00
963,4136001,Powerplant,AC_POWER,0.0,2020-05-15 00:00:00
964,4136001,Powerplant,DAILY_YIELD,9425.0,2020-05-15 00:00:00
965,4136001,Powerplant,TOTAL_YIELD,2429011.0,2020-05-15 00:00:00
966,4136001,Powerplant,AMBIENT_TEMPERATURE,26.596148,2020-05-15 00:00:00
967,4136001,Powerplant,MODULE_TEMPERATURE,25.088210413793107,2020-05-15 00:00:00
968,4136001,Powerplant,IRRADIATION,0.0,2020-05-15 00:00:00
969,multisensor1,ItalianCity,CO(GT),"2,2",2004-03-10 20:00:00
970,multisensor1,ItalianCity,PT08.S1(CO),1402,2004-03-10 20:00:00
971,multisensor1,ItalianCity,NMHC(GT),88,2004-03-10 20:00:00
972,multisensor1,ItalianCity,C6H6(GT),"9,0",2004-03-10 20:00:00
973,multisensor1,ItalianCity,PT08.S2(NMHC),939,2004-03-10 20:00:00
974,multisensor1,ItalianCity,NOX(GT),131,2004-03-10 20:00:00
975,multisensor1,ItalianCity,PT08.S3(NOX),1140,2004-03-10 20:00:00
976,multisensor1,ItalianCity,NO2(GT),114,2004-03-10 20:00:00
977,multisensor1,ItalianCity,PT08.S4(NO2),1555,2004-03-10 20:00:00
978,multisensor1,ItalianCity,PT08.S5(O3),1074,2004-03-10 20:00:00
979,multisensor1,ItalianCity,T,"11,9",2004-03-10 20:00:00
980,multisensor1,ItalianCity,RH,"54,0",2004-03-10 20:00:00
981,multisensor1,ItalianCity,AH,"0,7502",2004-03-10 20:00:00
982,M003,Aruba_Motion,VALUE,ON,2010-11-04 00:03:50.209589
983,4136001,Powerplant,DC_POWER,0.0,2020-05-15 00:00:00
984,4136001,Powerplant,AC_POWER,0.0,2020-05-15 00:00:00
985,4136001,Powerplant,DAILY_YIELD,9425.0,2020-05-15 00:00:00
986,4136001,Powerplant,TOTAL_YIELD,2429011.0,2020-05-15 00:00:00
987,4136001,Powerplant,AMBIENT_TEMPERATURE,27.004763700000005,2020-05-15 00:00:00
988,4136001,Powerplant,MODULE_TEMPERATURE,25.0607889,2020-05-15 00:00:00
989,4136001,Powerplant,IRRADIATION,0.0,2020-05-15 00:00:00
990,4136001,Powerplant,DC_POWER,0.0,2020-05-15 00:00:00
991,4136001,Powerplant,AC_POWER,0.0,2020-05-15 00:00:00
992,4136001,Powerplant,DAILY_YIELD,9425.0,2020-05-15 00:00:00
993,4136001,Powerplant,TOTAL_YIELD,2429011.0,2020-05-15 00:00:00
994,4136001,Powerplant,AMBIENT_TEMPERATURE,27.004763700000005,2020-05-15 00:00:00
995,4136001,Powerplant,MODULE_TEMPERATURE,25.0607889,2020-05-15 00:00:00
996,4136001,Powerplant,IRRADIATION,0.0,2020-05-15 00:00:00
997,multisensor1,ItalianCity,CO(GT),"2,6",2004-03-10 18:00:00
998,multisensor1,ItalianCity,PT08.S1(CO),1360,2004-03-10 18:00:00
999,multisensor1,ItalianCity,NMHC(GT),150,2004-03-10 18:00:00
1000,multisensor1,ItalianCity,C6H6(GT),"11,9",2004-03-10 18:00:00
1001,multisensor1,ItalianCity,PT08.S2(NMHC),1046,2004-03-10 18:00:00
1002,multisensor1,ItalianCity,NOX(GT),166,2004-03-10 18:00:00
1003,multisensor1,ItalianCity,PT08.S3(NOX),1056,2004-03-10 18:00:00
1004,multisensor1,ItalianCity,NO2(GT),113,2004-03-10 18:00:00
1005,multisensor1,ItalianCity,PT08.S4(NO2),1692,2004-03-10 18:00:00
1006,multisensor1,ItalianCity,PT08.S5(O3),1268,2004-03-10 18:00:00
1007,multisensor1,ItalianCity,T,"13,6",2004-03-10 18:00:00
1008,multisensor1,ItalianCity,RH,"48,9",2004-03-10 18:00:00
1009,multisensor1,ItalianCity,AH,"0,7578",2004-03-10 18:00:00
1010,4136001,Powerplant,DC_POWER,0.0,2020-05-15 00:00:00
1011,4136001,Powerplant,AC_POWER,0.0,2020-05-15 00:00:00
1012,4136001,Powerplant,DAILY_YIELD,9425.0,2020-05-15 00:00:00
1013,4136001,Powerplant,TOTAL_YIELD,2429011.0,2020-05-15 00:00:00
1014,4136001,Powerplant,AMBIENT_TEMPERATURE,26.880811433333328,2020-05-15 00:00:00
1015,4136001,Powerplant,MODULE_TEMPERATURE,24.421868833333328,2020-05-15 00:00:00
1016,4136001,Powerplant,IRRADIATION,0.0,2020-05-15 00:00:00
1017,multisensor1,ItalianCity,CO(GT),2,2004-03-10 19:00:00
1018,multisensor1,ItalianCity,PT08.S1(CO),1292,2004-03-10 19:00:00
1019,multisensor1,ItalianCity,NMHC(GT),112,2004-03-10 19:00:00
1020,multisensor1,ItalianCity,C6H6(GT),"9,4",2004-03-10 19:00:00
1021,multisensor1,ItalianCity,PT08.S2(NMHC),955,2004-03-10 19:00:00
1022,multisensor1,ItalianCity,NOX(GT),103,2004-03-10 19:00:00
1023,multisensor1,ItalianCity,PT08.S3(NOX),1174,2004-03-10 19:00:00
1024,multisensor1,ItalianCity,NO2(GT),92,2004-03-10 19:00:00
1025,multisensor1,ItalianCity,PT08.S4(NO2),1559,2004-03-10 19:00:00
1026,multisensor1,ItalianCity,PT08.S5(O3),972,2004-03-10 19:00:00
1027,multisensor1,ItalianCity,T,"13,3",2004-03-10 19:00:00
1028,multisensor1,ItalianCity,RH,"47,7",2004-03-10 19:00:00
1029,multisensor1,ItalianCity,AH,"0,7255",2004-03-10 19:00:00
1030,M003,Aruba_Motion,VALUE,OFF,2010-11-04 00:03:57.399391
1031,M017,Milan_Motion,VALUE,ON,2009-10-16 00:01:04.000059
1032,P001,Kyoto_Electricity,VALUE,2865,2010-05-02 00:00:25.807170
1033,multisensor1,ItalianCity,CO(GT),"2,6",2004-03-10 18:00:00
1034,multisensor1,ItalianCity,PT08.S1(CO),1360,2004-03-10 18:00:00
1035,multisensor1,ItalianCity,NMHC(GT),150,2004-03-10 18:00:00
1036,multisensor1,ItalianCity,C6H6(GT),"11,9",2004-03-10 18:00:00
1037,multisensor1,ItalianCity,PT08.S2(NMHC),1046,2004-03-10 18:00:00
1038,multisensor1,ItalianCity,NOX(GT),166,2004-03-10 18:00:00
1039,multisensor1,ItalianCity,PT08.S3(NOX),1056,2004-03-10 18:00:00
1040,multisensor1,ItalianCity,NO2(GT),113,2004-03-10 18:00:00
1041,multisensor1,ItalianCity,PT08.S4(NO2),1692,2004-03-10 18:00:00
1042,multisensor1,ItalianCity,PT08.S5(O3),1268,2004-03-10 18:00:00
1043,multisensor1,ItalianCity,T,"13,6",2004-03-10 18:00:00
1044,multisensor1,ItalianCity,RH,"48,9",2004-03-10 18:00:00
1045,multisensor1,ItalianCity,AH,"0,7578",2004-03-10 18:00:00
1046,4136001,Powerplant,DC_POWER,0.0,2020-05-15 00:00:00
1047,4136001,Powerplant,AC_POWER,0.0,2020-05-15 00:00:00
1048,4136001,Powerplant,DAILY_YIELD,9425.0,2020-05-15 00:00:00
1049,4136001,Powerplant,TOTAL_YIELD,2429011.0,2020-05-15 00:00:00
1050,4136001,Powerplant,AMBIENT_TEMPERATURE,27.004763700000005,2020-05-15 00:00:00
1051,4136001,Powerplant,MODULE_TEMPERATURE,25.0607889,2020-05-15 00:00:00
1052,4136001,Powerplant,IRRADIATION,0.0,2020-05-15 00:00:00
1053,P001,Kyoto_Electricity,VALUE,2865,2010-05-02 00:00:25.807170
1054,b8:27:eb:bf:9d:51,Multisensor,CO,0.0049559386483912,2020-07-12 00:01:34.385974528
1055,b8:27:eb:bf:9d:51,Multisensor,HUMIDITY,51.0,2020-07-12 00:01:34.385974528
1056,b8:27:eb:bf:9d:51,Multisensor,LIGHT,False,2020-07-12 00:01:34.385974528
1057,b8:27:eb:bf:9d:51,Multisensor,LPG,0.0076508222705571,2020-07-12 00:01:34.385974528
1058,b8:27:eb:bf:9d:51,Multisensor,MOTION,False,2020-07-12 00:01:34.385974528
1059,b8:27:eb:bf:9d:51,Multisensor,SMOKE,0.0204112701224129,2020-07-12 00:01:34.385974528
1060,b8:27:eb:bf:9d:51,Multisensor,TEMP,22.7,2020-07-12 00:01:34.385974528
1061,Anand_Vihar,Delhi_DPCC,PM25,341.32,2016-01-03
1062,Anand_Vihar,Delhi_DPCC,PM10,651.71,2016-01-03
1063,Anand_Vihar,Delhi_DPCC,SO2,22.83,2016-01-03
1064,Anand_Vihar,Delhi_DPCC,CO,2.57,2016-01-03
1065,Anand_Vihar,Delhi_DPCC,OZONE,15.67,2016-01-03
1066,Anand_Vihar,Delhi_DPCC,PM25,341.32,2016-01-03
1067,Anand_Vihar,Delhi_DPCC,PM10,651.71,2016-01-03
1068,Anand_Vihar,Delhi_DPCC,SO2,22.83,2016-01-03
1069,Anand_Vihar,Delhi_DPCC,CO,2.57,2016-01-03
1070,Anand_Vihar,Delhi_DPCC,OZONE,15.67,2016-01-03
1071,Anand_Vihar,Delhi_DPCC,PM25,433.35,2016-01-05
1072,Anand_Vihar,Delhi_DPCC,PM10,847.84,2016-01-05
1073,Anand_Vihar,Delhi_DPCC,SO2,38.65,2016-01-05
1074,Anand_Vihar,Delhi_DPCC,CO,3.58,2016-01-05
1075,Anand_Vihar,Delhi_DPCC,OZONE,32.07,2016-01-05
1076,P001,Kyoto_Electricity,VALUE,2865,2010-05-02 00:00:25.807170
1077,M003,Aruba_Motion,VALUE,ON,2010-11-04 00:03:50.209589
1078,P001,Kyoto_Electricity,VALUE,2853,2010-05-02 00:01:09.822670
1079,Anand_Vihar,Delhi_DPCC,PM25,341.32,2016-01-03
1080,Anand_Vihar,Delhi_DPCC,PM10,651.71,2016-01-03
1081,Anand_Vihar,Delhi_DPCC,SO2,22.83,2016-01-03
1082,Anand_Vihar,Delhi_DPCC,CO,2.57,2016-01-03
1083,Anand_Vihar,Delhi_DPCC,OZONE,15.67,2016-01-03
1084,P001,Kyoto_Electricity,VALUE,2865,2010-05-02 00:00:25.807170
1085,P001,Kyoto_Electricity,VALUE,2853,2010-05-02 00:01:09.822670
1086,P001,Kyoto_Electricity,VALUE,2975,2010-05-02 00:01:31.836510
1087,P001,Kyoto_Electricity,VALUE,2865,2010-05-02 00:00:25.807170
1088,15,2.0,X,-13.0,2020-07-08 14:03:00.000000000
1089,15,2.0,Y,-61.0,2020-07-08 14:03:00.000000000
1090,15,2.0,Z,5.0,2020-07-08 14:03:00.000000000
1091,15,2.0,EDA,6.769995,2020-07-08 14:03:00.000000000
1092,15,2.0,HR,99.43,2020-07-08 14:03:00.000000000
1093,15,2.0,TEMP,31.17,2020-07-08 14:03:00.000000000
1094,4135001,Powerplant,DC_POWER,0.0,2020-05-15 00:00:00
1095,4135001,Powerplant,AC_POWER,0.0,2020-05-15 00:00:00
1096,4135001,Powerplant,DAILY_YIELD,0.0,2020-05-15 00:00:00
1097,4135001,Powerplant,TOTAL_YIELD,6259559.0,2020-05-15 00:00:00
1098,4135001,Powerplant,AMBIENT_TEMPERATURE,25.184316133333333,2020-05-15 00:00:00
1099,4135001,Powerplant,MODULE_TEMPERATURE,22.8575074,2020-05-15 00:00:00
1100,4135001,Powerplant,IRRADIATION,0.0,2020-05-15 00:00:00
1101,M003,Aruba_Motion,VALUE,ON,2010-11-04 00:03:50.209589
1102,M003,Aruba_Motion,VALUE,ON,2010-11-04 00:03:50.209589
1103,b8:27:eb:bf:9d:51,Multisensor,CO,0.0049559386483912,2020-07-12 00:01:34.385974528
1104,b8:27:eb:bf:9d:51,Multisensor,HUMIDITY,51.0,2020-07-12 00:01:34.385974528
1105,b8:27:eb:bf:9d:51,Multisensor,LIGHT,False,2020-07-12 00:01:34.385974528
1106,b8:27:eb:bf:9d:51,Multisensor,LPG,0.0076508222705571,2020-07-12 00:01:34.385974528
1107,b8:27:eb:bf:9d:51,Multisensor,MOTION,False,2020-07-12 00:01:34.385974528
1108,b8:27:eb:bf:9d:51,Multisensor,SMOKE,0.0204112701224129,2020-07-12 00:01:34.385974528
1109,b8:27:eb:bf:9d:51,Multisensor,TEMP,22.7,2020-07-12 00:01:34.385974528
1110,15,2.0,X,-13.0,2020-07-08 14:03:00.000000000
1111,15,2.0,Y,-61.0,2020-07-08 14:03:00.000000000
1112,15,2.0,Z,5.0,2020-07-08 14:03:00.000000000
1113,15,2.0,EDA,6.769995,2020-07-08 14:03:00.000000000
1114,15,2.0,HR,99.43,2020-07-08 14:03:00.000000000
1115,15,2.0,TEMP,31.17,2020-07-08 14:03:00.000000000
1116,multisensor1,ItalianCity,CO(GT),"2,6",2004-03-10 18:00:00
1117,multisensor1,ItalianCity,PT08.S1(CO),1360,2004-03-10 18:00:00
1118,multisensor1,ItalianCity,NMHC(GT),150,2004-03-10 18:00:00
1119,multisensor1,ItalianCity,C6H6(GT),"11,9",2004-03-10 18:00:00
1120,multisensor1,ItalianCity,PT08.S2(NMHC),1046,2004-03-10 18:00:00
1121,multisensor1,ItalianCity,NOX(GT),166,2004-03-10 18:00:00
1122,multisensor1,ItalianCity,PT08.S3(NOX),1056,2004-03-10 18:00:00
1123,multisensor1,ItalianCity,NO2(GT),113,2004-03-10 18:00:00
1124,multisensor1,ItalianCity,PT08.S4(NO2),1692,2004-03-10 18:00:00
1125,multisensor1,ItalianCity,PT08.S5(O3),1268,2004-03-10 18:00:00
1126,multisensor1,ItalianCity,T,"13,6",2004-03-10 18:00:00
1127,multisensor1,ItalianCity,RH,"48,9",2004-03-10 18:00:00
1128,multisensor1,ItalianCity,AH,"0,7578",2004-03-10 18:00:00
1129,M003,Aruba_Motion,VALUE,ON,2010-11-04 00:03:50.209589
1130,multisensor1,ItalianCity,CO(GT),2,2004-03-10 19:00:00
1131,multisensor1,ItalianCity,PT08.S1(CO),1292,2004-03-10 19:00:00
1132,multisensor1,ItalianCity,NMHC(GT),112,2004-03-10 19:00:00
1133,multisensor1,ItalianCity,C6H6(GT),"9,4",2004-03-10 19:00:00
1134,multisensor1,ItalianCity,PT08.S2(NMHC),955,2004-03-10 19:00:00
1135,multisensor1,ItalianCity,NOX(GT),103,2004-03-10 19:00:00
1136,multisensor1,ItalianCity,PT08.S3(NOX),1174,2004-03-10 19:00:00
1137,multisensor1,ItalianCity,NO2(GT),92,2004-03-10 19:00:00
1138,multisensor1,ItalianCity,PT08.S4(NO2),1559,2004-03-10 19:00:00
1139,multisensor1,ItalianCity,PT08.S5(O3),972,2004-03-10 19:00:00
1140,multisensor1,ItalianCity,T,"13,3",2004-03-10 19:00:00
1141,multisensor1,ItalianCity,RH,"47,7",2004-03-10 19:00:00
1142,multisensor1,ItalianCity,AH,"0,7255",2004-03-10 19:00:00
1143,multisensor1,ItalianCity,CO(GT),"2,6",2004-03-10 18:00:00
1144,multisensor1,ItalianCity,PT08.S1(CO),1360,2004-03-10 18:00:00
1145,multisensor1,ItalianCity,NMHC(GT),150,2004-03-10 18:00:00
1146,multisensor1,ItalianCity,C6H6(GT),"11,9",2004-03-10 18:00:00
1147,multisensor1,ItalianCity,PT08.S2(NMHC),1046,2004-03-10 18:00:00
1148,multisensor1,ItalianCity,NOX(GT),166,2004-03-10 18:00:00
1149,multisensor1,ItalianCity,PT08.S3(NOX),1056,2004-03-10 18:00:00
1150,multisensor1,ItalianCity,NO2(GT),113,2004-03-10 18:00:00
1151,multisensor1,ItalianCity,PT08.S4(NO2),1692,2004-03-10 18:00:00
1152,multisensor1,ItalianCity,PT08.S5(O3),1268,2004-03-10 18:00:00
1153,multisensor1,ItalianCity,T,"13,6",2004-03-10 18:00:00
1154,multisensor1,ItalianCity,RH,"48,9",2004-03-10 18:00:00
1155,multisensor1,ItalianCity,AH,"0,7578",2004-03-10 18:00:00
1156,M003,Aruba_Motion,VALUE,ON,2010-11-04 00:03:50.209589
1157,4135001,Powerplant,DC_POWER,0.0,2020-05-15 00:00:00
1158,4135001,Powerplant,AC_POWER,0.0,2020-05-15 00:00:00
1159,4135001,Powerplant,DAILY_YIELD,0.0,2020-05-15 00:00:00
1160,4135001,Powerplant,TOTAL_YIELD,6259559.0,2020-05-15 00:00:00
1161,4135001,Powerplant,AMBIENT_TEMPERATURE,25.184316133333333,2020-05-15 00:00:00
1162,4135001,Powerplant,MODULE_TEMPERATURE,22.8575074,2020-05-15 00:00:00
1163,4135001,Powerplant,IRRADIATION,0.0,2020-05-15 00:00:00
1164,P001,Kyoto_Electricity,VALUE,2865,2010-05-02 00:00:25.807170
